Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,Income Category,Risk Status,Experience Level,Age Group
28156,5945722,38,8,single,rented,no,Surgeon,Rajpur_Sonarpur,West_Bengal,7,10,0,Medium,Safe,Experienced,Adult
28157,6481616,70,16,single,rented,yes,Surveyor,Pudukkottai,Tamil_Nadu,13,10,0,Medium,Safe,Experienced,Senior
28158,8344425,79,17,single,rented,no,Industrial_Engineer,Gopalpur,West_Bengal,3,13,0,High,Safe,Experienced,Senior
28159,8898785,67,10,single,rented,no,Drafter,Tinsukia,Assam,10,12,0,High,Safe,Experienced,Senior
28160,3333641,42,6,single,norent_noown,yes,Air_traffic_controller,Anand,Gujarat,6,10,0,Medium,Safe,Experienced,Adult
28161,2790693,36,18,single,rented,yes,Mechanical_engineer,Dehri[30],Bihar,10,12,0,Low,Safe,Experienced,Adult
28162,1960176,67,20,single,rented,yes,Surgeon,Agra,Uttar_Pradesh,8,11,0,Low,Safe,Experienced,Senior
28163,8440210,79,18,single,rented,no,Politician,Meerut,Uttar_Pradesh,5,10,0,High,Safe,Experienced,Senior
28164,6925358,73,19,single,rented,no,Air_traffic_controller,Navi_Mumbai,Maharashtra,3,12,0,Medium,Safe,Experienced,Senior
28165,4754357,25,0,single,rented,no,Lawyer,Pondicherry,Puducherry,0,12,0,Medium,Safe,Experienced,Young
28166,1803983,31,7,single,rented,no,Technical_writer,Bardhaman,West_Bengal,7,14,0,Low,Safe,Experienced,Adult
28167,1742621,75,17,married,rented,yes,Computer_operator,Kumbakonam,Tamil_Nadu,3,12,0,Low,Safe,Experienced,Senior
28168,5810558,24,18,single,rented,no,Designer,Ratlam,Madhya_Pradesh,6,14,0,Medium,Safe,Experienced,Young
28169,3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12,0,Medium,Safe,Experienced,Senior
28170,3006135,59,18,single,rented,no,Chartered_Accountant,Solapur,Maharashtra,6,10,0,Medium,Safe,Experienced,Senior
28171,4167093,77,18,single,owned,no,Chartered_Accountant,Farrukhabad,Uttar_Pradesh,13,12,0,Medium,Safe,Experienced,Senior
28172,6406640,67,20,single,rented,no,Consultant,Hosur,Tamil_Nadu,8,10,0,Medium,Safe,Experienced,Senior
28173,8239075,26,7,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,7,11,0,High,Safe,Experienced,Young
28174,3538290,60,5,single,rented,no,Politician,Indore,Madhya_Pradesh,5,14,0,Medium,Safe,Experienced,Senior
28175,6161265,34,8,single,rented,yes,Civil_engineer,Malda,West_Bengal,4,10,0,Medium,Safe,Experienced,Adult
28176,6894008,66,3,married,rented,no,Civil_engineer,Aizawl,Mizoram,3,12,0,Medium,Safe,Experienced,Senior
28177,9341101,61,18,single,rented,no,Computer_hardware_engineer,Jamnagar,Gujarat,11,12,0,High,Safe,Experienced,Senior
28178,6028273,70,6,single,rented,yes,Web_designer,Meerut,Uttar_Pradesh,6,14,0,Medium,Safe,Experienced,Senior
28179,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil_Nadu,11,14,0,Medium,Safe,Experienced,Young
28180,9179456,43,15,single,rented,no,Army_officer,Bellary,Karnataka,7,11,0,High,Safe,Experienced,Adult
28181,6466990,37,13,single,rented,no,Technical_writer,Chittoor[28],Andhra_Pradesh,6,14,0,Medium,Safe,Experienced,Adult
28182,7783136,44,13,single,rented,no,Physician,Miryalaguda,Telangana,9,12,0,High,Safe,Experienced,Adult
28183,628588,57,14,single,rented,no,Politician,Kadapa[23],Andhra_Pradesh,9,10,0,Low,Safe,Experienced,Senior
28184,3871972,26,10,single,rented,no,Engineer,Lucknow,Uttar_Pradesh,10,10,0,Medium,Safe,Experienced,Young
28185,652184,45,1,single,rented,no,Physician,Parbhani,Maharashtra,1,12,0,Low,Safe,Experienced,Adult
28186,5314421,46,14,single,rented,no,Flight_attendant,Jalandhar,Punjab,8,12,0,Medium,Safe,Experienced,Adult
28187,2369392,59,17,single,rented,no,Statistician,Bhusawal,Maharashtra,13,14,0,Low,Safe,Experienced,Senior
28188,6976958,64,1,single,rented,no,Technical_writer,Phagwara,Punjab,1,13,0,Medium,Safe,Experienced,Senior
28189,8596569,69,0,single,rented,no,Biomedical_Engineer,Vijayanagaram,Andhra_Pradesh,0,13,0,High,Safe,Experienced,Senior
28190,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0,Low,Safe,Experienced,Senior
28191,4520435,72,7,single,rented,yes,Lawyer,Silchar,Assam,7,12,0,Medium,Safe,Experienced,Senior
28192,831067,48,2,married,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,2,11,0,Low,Safe,Experienced,Adult
28193,8746011,61,13,single,rented,yes,Artist,Bharatpur,Rajasthan,11,10,0,High,Safe,Experienced,Senior
28194,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0,Medium,Safe,Experienced,Senior
28195,1043413,33,16,single,rented,no,Hotel_Manager,Satara,Maharashtra,8,13,0,Low,Safe,Experienced,Adult
28196,4074621,27,14,single,rented,yes,Civil_servant,Sonipat,Haryana,8,13,0,Medium,Safe,Experienced,Young
28197,7686160,24,12,single,rented,no,Biomedical_Engineer,Eluru[25],Andhra_Pradesh,10,14,0,High,Safe,Experienced,Young
28198,9591777,40,7,single,rented,no,Geologist,Madhyamgram,West_Bengal,7,11,0,High,Safe,Experienced,Adult
28199,9427951,24,11,single,rented,no,Psychologist,Ramagundam[27],Telangana,8,12,1,High,Risky,Experienced,Young
28200,8097859,46,10,single,rented,no,Technology_specialist,Mau,Uttar_Pradesh,10,10,0,High,Safe,Experienced,Adult
28201,9052853,52,15,single,rented,yes,Scientist,Bhalswa_Jahangir_Pur,Delhi,12,11,0,High,Safe,Experienced,Senior
28202,9323226,25,20,single,rented,no,Dentist,Mahbubnagar,Telangana,6,10,0,High,Safe,Experienced,Young
28203,8476529,41,14,single,owned,no,Scientist,Bhavnagar,Gujarat,4,10,0,High,Safe,Experienced,Adult
28204,6212610,34,3,single,rented,no,Technology_specialist,Gwalior,Madhya_Pradesh,3,12,0,Medium,Safe,Experienced,Adult
28205,1923707,40,16,single,rented,no,Design_Engineer,Bellary,Karnataka,4,12,0,Low,Safe,Experienced,Adult
28206,6073350,68,5,single,rented,no,Hotel_Manager,Pune,Maharashtra,5,14,0,Medium,Safe,Experienced,Senior
28207,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0,Medium,Safe,Experienced,Young
28208,608319,21,10,single,rented,no,Official,Bilaspur,Chhattisgarh,5,11,0,Low,Safe,Experienced,Young
28209,9305632,41,3,single,rented,no,Fashion_Designer,Kharagpur,West_Bengal,3,11,0,High,Safe,Experienced,Adult
28210,3705729,73,4,single,rented,no,Architect,New_Delhi,Delhi,4,13,0,Medium,Safe,Experienced,Senior
28211,3475913,37,17,single,rented,no,Web_designer,Kolkata,West_Bengal,4,14,0,Medium,Safe,Experienced,Adult
28212,3315306,66,14,single,rented,yes,Police_officer,Chinsurah,West_Bengal,3,11,0,Medium,Safe,Experienced,Senior
28213,1591082,66,3,single,rented,no,Police_officer,Nandyal,Andhra_Pradesh,3,11,0,Low,Safe,Experienced,Senior
28214,5430984,29,15,single,rented,no,Secretary,Bhopal,Madhya_Pradesh,13,12,0,Medium,Safe,Experienced,Young
28215,1857595,26,19,single,rented,no,Surgeon,Sikar,Rajasthan,12,13,1,Low,Risky,Experienced,Young
28216,1780484,24,10,single,rented,no,Software_Developer,Guntur[13],Andhra_Pradesh,5,13,1,Low,Risky,Experienced,Young
28217,8151369,67,11,single,rented,no,Industrial_Engineer,Coimbatore,Tamil_Nadu,6,12,0,High,Safe,Experienced,Senior
28218,3658284,57,0,single,rented,yes,Fashion_Designer,Jammu[16],Jammu_and_Kashmir,0,11,0,Medium,Safe,Experienced,Senior
28219,9583974,35,12,single,rented,no,Flight_attendant,Kishanganj[35],Bihar,12,12,0,High,Safe,Experienced,Adult
28220,850458,75,1,single,rented,no,Hotel_Manager,Ambala,Haryana,1,12,0,Low,Safe,Experienced,Senior
28221,3876672,55,12,single,rented,no,Engineer,Ramagundam[27],Telangana,11,12,0,Medium,Safe,Experienced,Senior
28222,6640784,35,10,single,rented,yes,Psychologist,Bahraich,Uttar_Pradesh,5,12,0,Medium,Safe,Experienced,Adult
28223,8261806,70,6,single,rented,no,Graphic_Designer,Mangalore,Karnataka,6,11,0,High,Safe,Experienced,Senior
28224,7511554,53,4,single,rented,no,Design_Engineer,Amritsar,Punjab,4,11,0,High,Safe,Experienced,Senior
28225,6380792,51,12,single,rented,no,Magistrate,Karimnagar,Telangana,12,13,0,Medium,Safe,Experienced,Senior
28226,785836,54,0,single,rented,no,Civil_servant,Danapur,Bihar,0,14,0,Low,Safe,Experienced,Senior
28227,4662331,79,20,single,rented,no,Civil_servant,Barasat,West_Bengal,8,11,0,Medium,Safe,Experienced,Senior
28228,4924865,46,18,single,rented,no,Artist,Kadapa[23],Andhra_Pradesh,14,11,0,Medium,Safe,Experienced,Adult
28229,3758841,76,8,single,rented,no,Aviator,Jabalpur,Madhya_Pradesh,8,13,0,Medium,Safe,Experienced,Senior
28230,1514602,71,6,single,rented,no,Comedian,Raichur,Karnataka,6,13,0,Low,Safe,Experienced,Senior
28231,2450407,35,10,single,rented,no,Petroleum_Engineer,Karawal_Nagar,Delhi,4,11,0,Low,Safe,Experienced,Adult
28232,9579515,30,19,single,rented,yes,Politician,Vadodara,Gujarat,12,12,0,High,Safe,Experienced,Adult
28233,4470476,38,0,single,rented,yes,Analyst,Srinagar,Jammu_and_Kashmir,0,13,0,Medium,Safe,Experienced,Adult
28234,1077610,30,12,single,rented,no,Aviator,Chennai,Tamil_Nadu,9,11,0,Low,Safe,Experienced,Adult
28235,5484941,25,1,single,rented,no,Biomedical_Engineer,Junagadh,Gujarat,1,10,0,Medium,Safe,Experienced,Young
28236,5233653,71,9,single,rented,yes,Chartered_Accountant,Shivpuri,Madhya_Pradesh,3,11,0,Medium,Safe,Experienced,Senior
28237,7146402,23,20,single,rented,no,Mechanical_engineer,Imphal,Manipur,4,14,1,High,Risky,Experienced,Young
28238,5931557,67,8,single,rented,yes,Physician,Rajpur_Sonarpur,West_Bengal,8,12,0,Medium,Safe,Experienced,Senior
28239,6564624,56,12,single,rented,no,Economist,Akola,Maharashtra,12,14,0,Medium,Safe,Experienced,Senior
28240,3118300,77,10,single,rented,no,Drafter,Morbi,Gujarat,9,14,0,Medium,Safe,Experienced,Senior
28241,4036559,64,1,single,rented,no,Financial_Analyst,Panipat,Haryana,1,12,0,Medium,Safe,Experienced,Senior
28242,6420146,57,19,single,rented,yes,Statistician,Ghaziabad,Uttar_Pradesh,9,13,0,Medium,Safe,Experienced,Senior
28243,2779765,45,11,single,rented,no,Air_traffic_controller,Malegaon,Maharashtra,4,13,0,Low,Safe,Experienced,Adult
28244,8615779,51,20,married,rented,yes,Biomedical_Engineer,Aligarh,Uttar_Pradesh,6,14,0,High,Safe,Experienced,Senior
28245,9390849,25,10,married,rented,yes,Graphic_Designer,"Khora,_Ghaziabad",Uttar_Pradesh,10,13,0,High,Safe,Experienced,Young
28246,7442529,57,6,single,rented,yes,Chef,Saharsa[29],Bihar,5,10,0,High,Safe,Experienced,Senior
28247,7245269,37,19,single,rented,no,Surgeon,Agra,Uttar_Pradesh,10,12,0,High,Safe,Experienced,Adult
28248,6868153,27,5,married,owned,yes,Technology_specialist,Tirunelveli,Tamil_Nadu,5,12,0,Medium,Safe,Experienced,Young
28249,8225744,43,0,married,rented,yes,Technician,Bilaspur,Chhattisgarh,0,11,0,High,Safe,Experienced,Adult
28250,8489507,30,13,single,owned,no,Magistrate,Dehri[30],Bihar,12,12,0,High,Safe,Experienced,Adult
28251,8605005,31,20,single,rented,no,Petroleum_Engineer,Mysore[7][8][9],Karnataka,5,14,0,High,Safe,Experienced,Adult
28252,7475446,60,13,married,rented,no,Firefighter,Chandigarh_city,Chandigarh,5,14,0,High,Safe,Experienced,Senior
28253,9639313,38,4,single,rented,yes,Lawyer,Yamunanagar,Haryana,4,14,0,High,Safe,Experienced,Adult
28254,5570090,74,1,single,rented,no,Politician,Bardhaman,West_Bengal,1,11,0,Medium,Safe,Experienced,Senior
28255,1117250,52,7,single,rented,no,Chemical_engineer,Hapur,Uttar_Pradesh,5,14,0,Low,Safe,Experienced,Senior
28256,2882498,34,0,married,rented,no,Chemical_engineer,Fatehpur,Uttar_Pradesh,0,13,0,Low,Safe,Experienced,Adult
28257,3142984,22,13,single,rented,no,Chef,Haridwar,Uttarakhand,10,12,1,Medium,Risky,Experienced,Young
28258,9230149,58,3,single,rented,no,Economist,Thiruvananthapuram,Kerala,3,13,0,High,Safe,Experienced,Senior
28259,1621150,48,10,single,rented,yes,Air_traffic_controller,Tiruvottiyur,Tamil_Nadu,9,10,0,Low,Safe,Experienced,Adult
28260,2635606,59,8,single,rented,no,Physician,Khammam,Telangana,4,12,0,Low,Safe,Experienced,Senior
28261,7932994,57,18,single,rented,yes,Chemical_engineer,Bellary,Karnataka,12,11,0,High,Safe,Experienced,Senior
28262,5769906,48,5,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,4,11,0,Medium,Safe,Experienced,Adult
28263,4022242,69,17,single,rented,no,Magistrate,Panihati,West_Bengal,9,12,0,Medium,Safe,Experienced,Senior
28264,3483756,62,8,single,rented,yes,Dentist,Satna,Madhya_Pradesh,8,14,0,Medium,Safe,Experienced,Senior
28265,5354431,24,1,single,owned,no,Petroleum_Engineer,Dibrugarh,Assam,1,14,0,Medium,Safe,Experienced,Young
28266,9678663,46,0,single,rented,no,Surgeon,Kadapa[23],Andhra_Pradesh,0,12,0,High,Safe,Experienced,Adult
28267,5272864,40,19,single,rented,yes,Statistician,Katihar,Bihar,13,11,0,Medium,Safe,Experienced,Adult
28268,6641682,42,0,single,rented,no,Industrial_Engineer,Ulhasnagar,Maharashtra,0,10,0,Medium,Safe,Experienced,Adult
28269,865416,64,17,single,rented,no,Fashion_Designer,Rampur,Uttar_Pradesh,10,12,0,Low,Safe,Experienced,Senior
28270,1661569,32,12,single,rented,no,Petroleum_Engineer,Khammam,Telangana,5,13,0,Low,Safe,Experienced,Adult
28271,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,1,Low,Risky,Experienced,Young
28272,8763343,57,13,single,rented,yes,Biomedical_Engineer,Serampore,West_Bengal,4,11,0,High,Safe,Experienced,Senior
28273,3309801,69,19,single,rented,yes,Web_designer,Gandhinagar,Gujarat,6,11,0,Medium,Safe,Experienced,Senior
28274,1960045,62,5,single,rented,no,Statistician,Pudukkottai,Tamil_Nadu,5,13,0,Low,Safe,Experienced,Senior
28275,5618559,59,9,married,rented,no,Police_officer,Bhusawal,Maharashtra,9,10,0,Medium,Safe,Experienced,Senior
28276,9645128,26,2,single,rented,no,Artist,Kavali,Andhra_Pradesh,2,11,1,High,Risky,Experienced,Young
28277,2976480,33,11,single,rented,yes,Architect,Tinsukia,Assam,9,12,0,Low,Safe,Experienced,Adult
28278,5855304,54,13,single,rented,no,Physician,Jodhpur,Rajasthan,4,10,0,Medium,Safe,Experienced,Senior
28279,8171478,48,13,single,rented,no,Aviator,Nellore[14][15],Andhra_Pradesh,9,11,0,High,Safe,Experienced,Adult
28280,347594,48,11,single,rented,no,Magistrate,Deoghar,Jharkhand,11,11,0,Low,Safe,Experienced,Adult
28281,5082643,66,3,single,rented,yes,Graphic_Designer,Pimpri-Chinchwad,Maharashtra,3,13,0,Medium,Safe,Experienced,Senior
28282,9827458,66,14,single,rented,no,Microbiologist,Vijayawada,Andhra_Pradesh,13,11,0,High,Safe,Experienced,Senior
28283,4555527,79,10,single,rented,no,Industrial_Engineer,Dehradun,Uttarakhand,3,11,0,Medium,Safe,Experienced,Senior
28284,6107468,21,16,single,rented,no,Secretary,Nadiad,Gujarat,13,14,1,Medium,Risky,Experienced,Young
28285,260350,29,15,single,rented,no,Economist,Dindigul,Tamil_Nadu,11,10,0,Low,Safe,Experienced,Young
28286,8899778,21,6,single,rented,yes,Librarian,Warangal[11][12],Telangana,6,11,0,High,Safe,Experienced,Young
28287,259809,34,0,single,rented,no,Biomedical_Engineer,Rohtak,Haryana,0,13,0,Low,Safe,Experienced,Adult
28288,1623907,44,14,single,norent_noown,no,Design_Engineer,Satna,Madhya_Pradesh,14,11,0,Low,Safe,Experienced,Adult
28289,3356354,52,9,single,rented,yes,Economist,Indore,Madhya_Pradesh,5,13,0,Medium,Safe,Experienced,Senior
28290,8675283,65,20,single,rented,no,Petroleum_Engineer,Howrah,West_Bengal,13,13,0,High,Safe,Experienced,Senior
28291,424512,60,16,single,rented,no,Designer,Bhopal,Madhya_Pradesh,5,11,0,Low,Safe,Experienced,Senior
28292,9264415,51,10,single,rented,yes,Physician,"Khora,_Ghaziabad",Uttar_Pradesh,10,11,0,High,Safe,Experienced,Senior
28293,8775036,71,14,single,rented,no,Magistrate,Sultan_Pur_Majra,Delhi,9,12,0,High,Safe,Experienced,Senior
28294,5541889,75,11,single,rented,no,Petroleum_Engineer,Hajipur[31],Bihar,10,13,0,Medium,Safe,Experienced,Senior
28295,2277963,33,10,married,rented,yes,Drafter,Berhampore,West_Bengal,10,11,0,Low,Safe,Experienced,Adult
28296,1500230,33,1,single,rented,yes,Designer,Farrukhabad,Uttar_Pradesh,1,13,0,Low,Safe,Experienced,Adult
28297,6430245,23,16,single,rented,yes,Comedian,Dhule,Maharashtra,11,11,0,Medium,Safe,Experienced,Young
28298,7393090,59,19,single,rented,no,Geologist,Malda,West_Bengal,4,13,0,High,Safe,Experienced,Senior
28299,5663883,37,4,single,rented,no,Artist,Ajmer,Rajasthan,4,11,0,Medium,Safe,Experienced,Adult
28300,3420288,71,16,single,rented,no,Architect,Guna,Madhya_Pradesh,4,14,0,Medium,Safe,Experienced,Senior
28301,2890690,24,19,single,rented,yes,Civil_servant,Pudukkottai,Tamil_Nadu,13,13,0,Low,Safe,Experienced,Young
28302,8716053,51,11,married,rented,yes,Psychologist,Tadepalligudem,Andhra_Pradesh,4,10,0,High,Safe,Experienced,Senior
28303,6828373,69,13,single,rented,yes,Statistician,Amaravati,Andhra_Pradesh,3,13,0,Medium,Safe,Experienced,Senior
28304,7226673,23,6,single,rented,no,Flight_attendant,Mysore[7][8][9],Karnataka,5,10,0,High,Safe,Experienced,Young
28305,2926190,71,0,single,rented,no,Physician,Bally,West_Bengal,0,14,0,Low,Safe,Experienced,Senior
28306,1199926,43,11,single,rented,no,Scientist,Ludhiana,Punjab,9,14,0,Low,Safe,Experienced,Adult
28307,2087379,33,17,married,rented,yes,Computer_hardware_engineer,Bokaro,Jharkhand,4,10,0,Low,Safe,Experienced,Adult
28308,1848729,41,20,married,rented,no,Technology_specialist,Suryapet,Telangana,11,13,0,Low,Safe,Experienced,Adult
28309,4066365,56,13,single,rented,no,Secretary,Bhilai,Chhattisgarh,7,14,0,Medium,Safe,Experienced,Senior
28310,322330,54,9,married,rented,no,Industrial_Engineer,Tiruchirappalli[10],Tamil_Nadu,9,12,0,Low,Safe,Experienced,Senior
28311,7310061,37,10,single,rented,no,Web_designer,Chandrapur,Maharashtra,6,11,0,High,Safe,Experienced,Adult
28312,5875578,54,4,single,rented,yes,Technician,Orai,Uttar_Pradesh,4,14,0,Medium,Safe,Experienced,Senior
28313,9299383,56,15,single,rented,no,Mechanical_engineer,Shahjahanpur,Uttar_Pradesh,8,12,0,High,Safe,Experienced,Senior
28314,3006454,24,11,single,norent_noown,no,Comedian,Unnao,Uttar_Pradesh,11,11,0,Medium,Safe,Experienced,Young
28315,9272383,68,20,single,rented,no,Army_officer,Srinagar,Jammu_and_Kashmir,9,13,0,High,Safe,Experienced,Senior
28316,9807280,37,0,single,rented,no,Analyst,Naihati,West_Bengal,0,13,0,High,Safe,Experienced,Adult
28317,3648949,65,6,single,rented,yes,Artist,Satara,Maharashtra,6,11,0,Medium,Safe,Experienced,Senior
28318,9504715,51,14,single,rented,yes,Consultant,Akola,Maharashtra,14,10,0,High,Safe,Experienced,Senior
28319,6701205,71,13,married,rented,no,Statistician,Silchar,Assam,5,13,0,Medium,Safe,Experienced,Senior
28320,4547051,45,11,single,rented,no,Hotel_Manager,Fatehpur,Uttar_Pradesh,8,10,0,Medium,Safe,Experienced,Adult
28321,9345456,29,0,single,rented,no,Technician,Yamunanagar,Haryana,0,12,0,High,Safe,Experienced,Young
28322,1975538,40,9,single,rented,yes,Police_officer,Pondicherry,Puducherry,9,12,0,Low,Safe,Experienced,Adult
28323,6650713,72,8,single,rented,no,Librarian,Bulandshahr,Uttar_Pradesh,8,11,0,Medium,Safe,Experienced,Senior
28324,5395461,71,10,single,rented,no,Technology_specialist,Chinsurah,West_Bengal,5,10,0,Medium,Safe,Experienced,Senior
28325,59539,51,3,married,norent_noown,no,Biomedical_Engineer,Madhyamgram,West_Bengal,3,12,0,Low,Safe,Experienced,Senior
28326,6432970,53,20,single,rented,no,Police_officer,Jalna,Maharashtra,6,13,0,Medium,Safe,Experienced,Senior
28327,1298588,67,8,single,rented,no,Mechanical_engineer,Navi_Mumbai,Maharashtra,8,14,0,Low,Safe,Experienced,Senior
28328,7861257,39,7,single,rented,yes,Magistrate,Rampur,Uttar_Pradesh,7,11,0,High,Safe,Experienced,Adult
28329,4515909,22,12,single,rented,yes,Chef,Sonipat,Haryana,7,13,0,Medium,Safe,Experienced,Young
28330,2564409,29,13,single,rented,yes,Computer_operator,Davanagere,Karnataka,7,12,1,Low,Risky,Experienced,Young
28331,1707111,53,5,single,rented,no,Geologist,Kochi,Kerala,5,12,0,Low,Safe,Experienced,Senior
28332,8026974,23,20,single,rented,yes,Civil_servant,Chapra,Bihar,11,12,1,High,Risky,Experienced,Young
28333,9538930,73,1,single,rented,yes,Engineer,Chennai,Tamil_Nadu,1,12,0,High,Safe,Experienced,Senior
28334,1141065,65,3,single,rented,no,Flight_attendant,Tinsukia,Assam,3,11,0,Low,Safe,Experienced,Senior
28335,5844298,62,5,single,rented,no,Magistrate,Gulbarga,Karnataka,5,10,0,Medium,Safe,Experienced,Senior
28336,6207088,35,16,single,rented,no,Economist,Arrah,Bihar,13,13,0,Medium,Safe,Experienced,Adult
28337,9768901,74,15,married,rented,no,Comedian,Gudivada,Andhra_Pradesh,3,11,0,High,Safe,Experienced,Senior
28338,6204574,27,12,single,rented,no,Chemical_engineer,Srikakulam,Andhra_Pradesh,5,14,0,Medium,Safe,Experienced,Young
28339,1942552,51,20,single,norent_noown,yes,Army_officer,Tiruchirappalli[10],Tamil_Nadu,4,13,0,Low,Safe,Experienced,Senior
28340,4542920,64,11,single,owned,yes,Physician,Mysore[7][8][9],Karnataka,11,14,0,Medium,Safe,Experienced,Senior
28341,7037934,53,17,married,rented,no,Scientist,Barasat,West_Bengal,7,12,0,High,Safe,Experienced,Senior
28342,6083790,31,5,single,rented,no,Physician,Sagar,Madhya_Pradesh,4,11,0,Medium,Safe,Experienced,Adult
28343,579762,48,20,single,rented,no,Consultant,Coimbatore,Tamil_Nadu,12,11,0,Low,Safe,Experienced,Adult
28344,4281675,65,15,single,rented,no,Mechanical_engineer,Loni,Uttar_Pradesh,6,11,0,Medium,Safe,Experienced,Senior
28345,2447204,33,12,single,rented,yes,Fashion_Designer,Thanjavur,Tamil_Nadu,12,12,0,Low,Safe,Experienced,Adult
28346,1227823,30,5,single,rented,yes,Aviator,Pudukkottai,Tamil_Nadu,5,13,0,Low,Safe,Experienced,Adult
28347,4358383,67,11,single,rented,yes,Drafter,Pune,Maharashtra,6,13,0,Medium,Safe,Experienced,Senior
28348,5275803,33,10,single,rented,no,Police_officer,Kulti,West_Bengal,9,13,0,Medium,Safe,Experienced,Adult
28349,3565306,68,0,single,rented,yes,Drafter,Giridih,Jharkhand,0,14,0,Medium,Safe,Experienced,Senior
28350,5844230,44,9,single,rented,no,Computer_hardware_engineer,Ajmer,Rajasthan,9,13,0,Medium,Safe,Experienced,Adult
28351,6126601,58,15,single,rented,no,Design_Engineer,Burhanpur,Madhya_Pradesh,4,10,0,Medium,Safe,Experienced,Senior
28352,8446445,36,6,single,rented,no,Chemical_engineer,Bhilai,Chhattisgarh,6,10,0,High,Safe,Experienced,Adult
28353,6296539,30,19,single,owned,no,Psychologist,Kalyan-Dombivli,Maharashtra,3,10,0,Medium,Safe,Experienced,Adult
28354,7648582,34,8,single,rented,no,Psychologist,Kochi,Kerala,8,12,0,High,Safe,Experienced,Adult
28355,7767715,59,4,single,rented,no,Air_traffic_controller,Visakhapatnam[4],Andhra_Pradesh,4,14,0,High,Safe,Experienced,Senior
28356,3045248,50,1,single,rented,yes,Surveyor,Chinsurah,West_Bengal,1,14,0,Medium,Safe,Experienced,Senior
28357,8953239,65,13,single,rented,no,Computer_operator,Ahmednagar,Maharashtra,3,10,0,High,Safe,Experienced,Senior
28358,9391736,53,3,single,rented,yes,Librarian,Jodhpur,Rajasthan,3,10,0,High,Safe,Experienced,Senior
28359,4128579,52,15,married,rented,no,Technical_writer,Miryalaguda,Telangana,13,13,0,Medium,Safe,Experienced,Senior
28360,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,0,Low,Safe,Experienced,Senior
28361,5824731,61,7,single,rented,yes,Financial_Analyst,Sirsa,Haryana,6,14,0,Medium,Safe,Experienced,Senior
28362,8801121,26,0,single,rented,yes,Technology_specialist,Bulandshahr,Uttar_Pradesh,0,10,0,High,Safe,Experienced,Young
28363,9409703,53,16,married,rented,no,Dentist,Chapra,Bihar,14,12,0,High,Safe,Experienced,Senior
28364,3797942,78,10,single,rented,no,Scientist,Satara,Maharashtra,7,14,0,Medium,Safe,Experienced,Senior
28365,4245438,43,9,single,rented,yes,Psychologist,Udupi,Karnataka,6,11,0,Medium,Safe,Experienced,Adult
28366,7945384,35,19,single,rented,yes,Firefighter,Dharmavaram,Andhra_Pradesh,11,11,0,High,Safe,Experienced,Adult
28367,2803101,25,10,single,rented,no,Physician,Sikar,Rajasthan,10,14,1,Low,Risky,Experienced,Young
28368,9951774,40,12,single,rented,no,Hotel_Manager,Secunderabad,Telangana,7,12,0,High,Safe,Experienced,Adult
28369,4341353,78,6,single,norent_noown,yes,Petroleum_Engineer,Yamunanagar,Haryana,6,10,0,Medium,Safe,Experienced,Senior
28370,7363274,70,9,married,rented,no,Drafter,Shahjahanpur,Uttar_Pradesh,5,14,0,High,Safe,Experienced,Senior
28371,5910135,71,2,married,rented,yes,Politician,Begusarai,Bihar,2,11,0,Medium,Safe,Experienced,Senior
28372,305527,60,14,single,rented,no,Artist,Chapra,Bihar,14,14,0,Low,Safe,Experienced,Senior
28373,1529495,53,6,single,owned,yes,Microbiologist,Rourkela,Odisha,6,14,0,Low,Safe,Experienced,Senior
28374,8702383,76,20,single,rented,no,Surveyor,Mahbubnagar,Telangana,3,12,0,High,Safe,Experienced,Senior
28375,6486411,48,10,single,norent_noown,no,Architect,Bijapur,Karnataka,10,11,0,Medium,Safe,Experienced,Adult
28376,3768361,75,9,single,owned,yes,Flight_attendant,Jaipur,Rajasthan,6,13,0,Medium,Safe,Experienced,Senior
28377,911309,69,12,single,rented,no,Flight_attendant,Nanded,Maharashtra,9,13,0,Low,Safe,Experienced,Senior
28378,2282442,47,4,single,rented,yes,Petroleum_Engineer,Raipur,Chhattisgarh,4,13,0,Low,Safe,Experienced,Adult
28379,6083059,54,0,single,rented,no,Geologist,Bhagalpur,Bihar,0,10,0,Medium,Safe,Experienced,Senior
28380,7667206,74,17,married,rented,no,Surgeon,Siwan[32],Bihar,9,12,0,High,Safe,Experienced,Senior
